89,92,78,73,149,67
186,88,69,73,149,247
90,92,78,72,149,67
186,88,68,72,149,247
91,92,78,71,149,68
186,88,68,71,149,248
91,92,78,71,149,68
186,88,68,71,149,248
92,93,78,70,150,69
186,87,67,70,150,249
92,93,78,69,150,69
186,87,67,69,150,249
92,93,78,69,150,69
186,87,67,69,150,249
93,94,78,68,151,70
186,86,66,68,151,250
94,94,78,67,151,70
185,86,66,67,151,250
95,94,78,67,151,71
186,86,66,67,151,251
96,95,78,66,151,72
186,85,66,66,151,252
96,95,78,65,151,72
185,85,65,65,151,252
97,95,78,65,152,73
186,85,65,65,152,253
97,96,78,64,152,73
185,84,65,64,152,253
98,96,78,63,152,74
185,84,64,63,152,254
99,96,79,63,152,75
185,84,64,63,152,255
100,97,79,62,152,75
185,83,64,62,152,255
101,97,79,62,152,76
185,83,64,62,152,256
102,97,79,61,153,77
185,83,63,61,153,257
103,98,79,61,153,78
186,82,63,61,153,258
104,98,80,60,153,79
185,82,62,60,153,259
104,98,80,60,153,79
185,82,62,60,153,259
105,99,80,59,153,80
185,81,61,59,153,260
106,99,81,59,153,81
185,81,61,59,153,261
108,100,82,58,153,83
186,80,61,58,153,263
109,100,82,58,153,84
186,80,60,58,153,264
110,101,83,57,153,85
186,79,60,57,153,265
111,101,83,57,153,86
186,79,59,57,153,266
113,102,85,56,153,88
186,78,59,56,153,268
114,102,85,56,153,89
186,78,58,56,153,269
116,103,87,56,153,91
187,77,58,56,153,271
118,104,88,55,153,93
187,76,57,55,153,273
120,104,90,55,153,95
187,76,56,55,153,275
122,105,92,54,153,97
187,75,55,54,153,277
124,106,94,54,153,99
188,74,55,54,153,279
125,106,95,54,153,101
188,74,54,54,153,281
128,107,99,53,153,104
189,73,52,53,153,284
130,107,101,53,153,106
189,73,52,53,153,286
132,108,104,53,153,109
190,72,51,53,153,289
136,109,109,53,153,113
192,71,50,53,153,293
138,109,113,52,153,116
192,71,48,52,153,296
141,110,118,52,153,120
194,70,47,52,153,300
144,110,122,52,153,124
195,70,47,52,153,304
146,110,124,52,152,128
197,70,48,52,152,308
149,111,129,51,152,132
199,69,47,51,152,312
152,111,131,51,152,136
0,69,48,51,152,316
154,111,133,51,152,141
3,69,51,51,152,321
156,111,133,51,152,145
6,69,53,51,152,325
159,110,133,51,152,150
9,70,58,51,152,330
160,110,132,51,151,154
12,70,63,51,151,334
162,109,131,51,151,159
16,71,69,51,151,339
163,108,130,51,151,163
19,72,73,51,151,343
164,108,129,50,151,167
22,72,77,50,151,347
166,107,128,50,151,171
25,73,82,50,151,351
166,106,126,50,150,175
29,74,86,50,150,355
167,105,125,50,150,178
32,75,89,50,150,358
34,76,89,50,150,1
168,104,56,50,150,181
37,77,87,50,149,4
168,103,57,50,149,184
40,78,85,50,149,7
169,102,58,50,149,187
43,79,83,50,149,10
169,101,58,50,149,190
45,79,82,50,149,12
170,101,59,50,149,192
47,80,81,51,148,14
170,100,60,51,148,194
49,81,81,51,148,16
170,99,60,51,148,196
50,81,80,51,148,18
171,99,61,51,148,198
53,82,79,51,147,20
171,98,61,51,147,200
53,82,79,51,147,21
171,98,62,51,147,201
56,83,78,51,146,23
171,97,62,51,146,203
57,84,78,51,146,24
171,96,62,51,146,204
58,84,78,51,146,26
172,96,62,51,146,206
59,85,78,52,145,27
172,95,63,52,145,207
60,85,77,52,145,28
172,95,63,52,145,208
62,86,77,52,144,29
172,94,64,52,144,209
62,86,77,52,144,30
172,94,64,52,144,210
63,86,77,53,144,31
172,94,64,53,144,211
64,87,77,53,143,32
172,93,65,53,143,212
65,87,77,53,143,33
173,93,65,53,143,213
66,88,77,53,142,34
172,92,65,53,142,214
67,88,77,54,142,35
173,92,66,54,142,215
67,88,77,54,141,35
173,92,66,54,141,215
68,88,77,54,141,36
173,92,66,54,141,216
69,89,77,55,140,37
173,91,67,55,140,217
69,89,77,55,140,37
173,91,67,55,140,217
70,89,77,55,139,38
173,91,67,55,139,218
71,89,77,56,139,39
173,91,67,56,139,219
71,89,77,56,138,39
173,91,68,56,138,219
72,90,77,57,138,40
174,90,68,57,138,220
72,90,78,57,137,40
173,90,68,57,137,220
73,90,78,58,137,41
174,90,69,58,137,221
73,90,78,58,136,41
174,90,69,58,136,221
74,90,78,59,136,42
174,90,69,59,136,222
74,90,78,59,135,42
174,90,70,59,135,222
75,90,78,60,135,43
174,90,70,60,135,223
75,91,78,60,134,43
174,89,70,60,134,223
75,91,79,61,133,43
174,89,71,61,133,223
76,91,79,61,133,44
174,89,71,61,133,224
76,91,79,62,132,44
174,89,72,62,132,224
77,91,79,62,132,45
175,89,72,62,132,225
77,91,79,63,131,45
175,89,72,63,131,225
77,91,79,63,131,45
175,89,72,63,131,225
78,91,79,64,130,46
175,89,73,64,130,226
78,91,80,65,129,46
175,89,74,65,129,226
78,91,80,65,129,46
175,89,74,65,129,226
78,92,80,66,128,47
175,88,74,66,128,227
78,92,80,66,128,47
175,88,74,66,128,227
78,92,80,67,127,47
175,88,75,67,127,227
79,92,81,68,126,48
176,88,75,68,126,228
79,92,81,68,126,48
176,88,75,68,126,228
79,92,81,69,125,48
176,88,76,69,125,228
79,92,81,70,124,48
176,88,77,70,124,228
80,92,81,71,124,49
176,88,77,71,124,229
80,92,81,71,123,49
176,88,77,71,123,229
80,92,82,72,123,49
176,88,78,72,123,229
80,92,82,73,122,50
177,88,78,73,122,230
80,92,82,73,121,50
176,88,78,73,121,230
80,92,82,74,121,50
177,88,79,74,121,230
80,92,82,75,120,50
177,88,79,75,120,230
81,92,83,76,119,51
177,88,80,76,119,231
81,92,83,77,119,51
177,88,80,77,119,231
81,92,83,77,118,51
177,88,80,77,118,231
81,92,83,78,118,51
177,88,81,78,118,231
81,92,84,79,117,52
178,88,81,79,117,232
81,92,84,80,116,52
178,88,82,80,116,232
81,92,84,80,116,52
178,88,82,80,116,232
81,92,84,81,115,52
178,88,82,81,115,232
82,92,84,82,114,53
178,88,83,82,114,233
81,91,85,83,114,53
179,89,83,83,114,233
81,91,85,84,113,53
179,89,84,84,113,233
81,91,85,85,112,53
179,89,84,85,112,233
81,91,85,85,112,53
179,89,84,85,112,233
82,91,86,86,111,54
179,89,85,86,111,234
82,91,86,87,111,54
180,89,85,87,111,234
82,91,86,88,110,54
180,89,85,88,110,234
82,91,86,89,109,54
180,89,86,89,109,234
82,91,87,90,109,55
180,89,86,90,109,235
82,91,87,91,108,55
181,89,86,91,108,235
82,91,87,91,107,55
180,89,87,91,107,235
82,91,87,92,107,55
181,89,87,92,107,235
82,91,88,93,106,55
181,89,87,93,106,235
82,90,88,94,106,56
181,90,87,94,106,236
82,90,88,95,105,56
182,90,88,95,105,236
82,90,88,96,104,56
182,90,88,96,104,236
82,90,89,97,104,56
182,90,89,97,104,236
82,90,89,98,103,57
183,90,89,98,103,237
82,90,89,99,103,57
183,90,89,99,103,237
82,90,89,99,102,57
183,90,89,99,102,237
82,90,90,100,102,57
183,90,90,100,102,237
82,90,90,101,101,57
183,90,90,101,101,237
82,90,90,102,100,58
184,90,90,102,100,238
82,89,90,103,100,58
184,91,90,103,100,238
82,89,91,104,99,58
184,91,91,104,99,238
81,89,91,105,99,58
184,91,91,105,99,238
82,89,91,106,98,59
185,91,91,106,98,239
82,89,91,106,98,59
185,91,91,106,98,239
82,89,92,107,97,59
185,91,92,107,97,239
81,88,92,108,97,59
185,92,92,108,97,239
81,88,93,109,96,59
186,92,92,109,96,239
82,88,93,110,96,60
186,92,92,110,96,240
82,88,93,111,95,60
186,92,92,111,95,240
81,88,93,112,95,60
187,92,93,112,95,240
81,88,94,113,94,60
187,92,93,113,94,240
82,88,94,113,94,61
188,92,93,113,94,241
81,87,94,114,93,61
188,93,93,114,93,241
81,87,95,115,93,61
188,93,93,115,93,241
82,87,95,116,92,62
189,93,93,116,92,242
81,87,95,117,92,62
189,93,93,117,92,242
81,87,96,118,91,62
189,93,94,118,91,242
81,86,96,119,91,62
189,94,94,119,91,242
81,86,96,119,90,63
190,94,94,119,90,243
81,86,96,120,90,63
190,94,94,120,90,243
81,86,97,121,90,63
190,94,94,121,90,243
81,86,97,122,89,64
191,94,94,122,89,244
81,85,98,123,89,64
192,95,94,123,89,244
81,86,98,123,88,64
191,94,94,123,88,244
81,85,98,124,88,65
192,95,94,124,88,245
81,85,98,125,88,65
193,95,94,125,88,245
81,85,99,126,87,65
193,95,95,126,87,245
81,84,99,127,87,66
194,96,94,127,87,246
81,85,100,127,86,66
194,95,95,127,86,246
81,84,100,128,86,66
194,96,95,128,86,246
81,84,100,129,86,67
195,96,94,129,86,247
81,84,101,130,85,67
195,96,95,130,85,247
81,84,101,130,85,67
195,96,95,130,85,247
81,83,101,131,85,68
196,97,94,131,85,248
80,83,101,132,85,68
196,97,94,132,85,248
81,83,102,132,84,69
197,97,94,132,84,249
81,83,102,133,84,69
197,97,94,133,84,249
81,82,102,134,84,70
198,98,94,134,84,250
81,82,102,134,84,70
198,98,94,134,84,250
81,82,103,135,83,71
199,98,94,135,83,251
81,82,104,136,83,71
200,98,94,136,83,251
81,82,103,136,83,72
200,98,93,136,83,252
81,81,104,137,83,72
0,99,93,137,83,252
81,81,105,138,82,73
1,99,93,138,82,253
81,81,105,138,82,74
1,99,93,138,82,254
81,81,105,139,82,74
2,99,93,139,82,254
81,80,105,139,82,75
2,100,92,139,82,255
81,80,105,140,82,76
3,100,92,140,82,256
81,80,106,141,82,76
4,100,92,141,82,256
81,80,106,141,82,77
4,100,91,141,82,257
82,79,107,142,81,78
5,101,91,142,81,258
82,79,107,142,81,79
6,101,91,142,81,259
82,79,107,143,81,80
7,101,90,143,81,260
82,79,107,143,81,81
8,101,90,143,81,261
83,78,108,144,81,82
9,102,89,144,81,262
83,78,108,144,81,83
10,102,88,144,81,263
83,78,108,145,81,84
11,102,88,145,81,264
84,77,108,145,81,86
12,103,87,145,81,266
84,77,108,145,81,87
13,103,86,145,81,267
84,77,109,146,81,88
14,103,85,146,81,268
85,77,108,146,81,90
15,103,85,146,81,270
86,76,109,147,81,92
17,104,83,147,81,272
87,76,109,147,81,94
18,104,82,147,81,274
88,76,108,147,81,96
20,104,81,147,81,276
88,75,109,148,81,98
21,105,80,148,81,278
89,75,108,148,81,100
23,105,79,148,81,280
90,75,108,148,81,102
24,105,78,148,81,282
91,75,108,149,81,105
26,105,76,149,81,285
93,75,107,149,81,108
28,105,75,149,81,288
95,75,106,149,81,111
29,105,74,149,81,291
96,75,106,150,81,114
31,105,72,150,81,294
98,75,104,150,81,118
34,105,71,150,81,298
101,75,102,150,82,122
35,105,70,150,82,302
103,75,100,150,82,126
37,105,70,150,82,306
106,76,98,150,82,130
39,104,69,150,82,310
109,76,96,151,82,134
41,104,68,151,82,314
112,76,94,151,82,139
43,104,68,151,82,319
115,77,92,151,82,143
45,103,68,151,82,323
115,77,92,151,82,143
45,103,68,151,82,323
41,67,155,180,140,33
197,113,48,180,140,213
40,67,158,180,141,34
199,113,42,180,141,214
40,67,159,179,142,35
200,113,38,179,142,215
41,66,161,179,142,37
1,114,32,179,142,217
41,66,162,178,143,38
2,114,29,178,143,218
41,65,165,178,144,39
3,115,24,178,144,219
41,65,166,177,145,40
4,115,21,177,145,220
42,65,167,176,145,42
5,115,19,176,145,222
41,65,169,176,146,43
7,115,14,176,146,223
42,65,170,175,147,44
7,115,13,175,147,224
43,65,169,174,147,45
8,115,14,174,147,225
42,64,172,174,148,46
9,116,10,174,148,226
43,64,173,173,149,48
10,116,8,173,149,228
44,64,171,172,149,49
11,116,10,172,149,229
44,64,174,172,150,50
12,116,7,172,150,230
45,64,173,171,151,51
12,116,7,171,151,231
46,64,171,170,151,52
12,116,9,170,151,232
47,64,170,169,152,54
13,116,10,169,152,234
48,64,170,169,152,55
14,116,10,169,152,235
48,65,169,168,153,56
14,115,10,168,153,236
49,65,167,167,154,57
14,115,11,167,154,237
50,65,164,166,154,58
14,115,14,166,154,238
51,65,162,165,155,59
15,115,15,165,155,239
53,65,159,165,155,61
15,115,16,165,155,241
54,66,157,164,156,62
16,114,18,164,156,242
55,66,152,163,156,63
15,114,21,163,156,243
56,66,149,162,157,64
16,114,22,162,157,244
57,67,144,161,157,65
15,113,25,161,157,245
58,67,140,160,157,66
15,113,27,160,157,246
60,67,136,159,158,67
15,113,29,159,158,247
61,68,131,158,158,68
15,112,31,158,158,248
62,68,127,157,159,69
15,112,32,157,159,249
64,69,121,156,159,71
15,111,35,156,159,251
65,69,117,155,159,72
15,111,37,155,159,252
67,70,114,154,160,73
15,110,39,154,160,253
67,70,112,154,160,74
15,110,39,154,160,254
69,71,108,153,160,75
15,109,41,153,160,255
70,71,105,152,160,76
15,109,43,152,160,256
71,72,103,151,161,77
15,108,44,151,161,257
73,72,100,150,161,78
15,108,45,150,161,258
74,73,96,148,161,79
14,107,47,148,161,259
76,73,94,147,161,80
14,107,49,147,161,260
77,74,92,146,162,81
14,106,49,146,162,261
78,75,91,145,162,82
13,105,51,145,162,262
79,75,89,144,162,83
13,105,52,144,162,263
81,76,88,143,162,84
13,104,53,143,162,264
82,76,86,142,162,85
13,104,54,142,162,265
83,77,85,141,162,86
13,103,55,141,162,266
85,78,84,140,162,87
13,102,55,140,162,267
86,78,83,139,162,88
12,102,56,139,162,268
87,79,82,138,162,89
12,101,57,138,162,269
88,79,82,137,162,90
12,101,58,137,162,270
90,80,81,136,162,91
12,100,58,136,162,271
90,80,81,135,162,91
12,100,59,135,162,271
91,81,80,134,162,92
11,99,59,134,162,272
93,81,79,133,162,93
11,99,60,133,162,273
94,82,79,131,162,94
11,98,61,131,162,274
95,83,78,130,162,95
11,97,61,130,162,275
97,84,78,129,162,96
11,96,62,129,162,276
98,84,77,128,162,97
10,96,62,128,162,277
99,85,77,127,162,98
10,95,62,127,162,278
100,85,77,126,162,99
10,95,63,126,162,279
102,86,77,125,162,100
10,94,63,125,162,280
102,86,77,124,161,100
10,94,64,124,161,280
103,87,77,123,161,101
10,93,64,123,161,281
105,88,77,121,161,102
9,92,64,121,161,282
106,88,76,120,161,103
9,92,65,120,161,283
107,89,77,119,160,104
9,91,65,119,160,284
108,89,77,118,160,105
9,91,65,118,160,285
109,90,77,117,160,106
9,90,66,117,160,286
110,90,77,116,160,106
9,90,66,116,160,286
111,91,77,115,159,107
9,89,66,115,159,287
112,91,77,114,159,108
8,89,66,114,159,288
113,92,77,113,159,109
8,88,67,113,159,289
114,92,77,112,158,110
8,88,67,112,158,290
116,93,78,110,158,111
8,87,67,110,158,291
116,93,78,109,157,111
8,87,68,109,157,291
117,94,78,108,157,112
8,86,68,108,157,292
118,94,79,107,156,113
8,86,68,107,156,293
119,95,79,106,156,114
8,85,68,106,156,294
121,95,79,105,156,115
8,85,68,105,156,295
122,96,80,104,155,116
8,84,69,104,155,296
122,96,80,103,155,116
8,84,69,103,155,296
123,97,81,102,154,117
8,83,69,102,154,297
124,97,81,101,154,118
8,83,69,101,154,298
125,97,82,100,153,119
8,83,69,100,153,299
126,98,82,99,152,120
8,82,70,99,152,300
126,98,83,98,152,120
8,82,70,98,152,300
127,98,83,97,151,121
8,82,70,97,151,301
128,99,84,96,151,122
8,81,70,96,151,302
129,99,84,95,150,123
8,81,71,95,150,303
130,99,85,94,149,124
8,81,71,94,149,304
131,100,86,93,149,125
8,80,71,93,149,305
131,100,86,92,148,125
8,80,72,92,148,305
132,100,87,91,147,126
9,80,72,91,147,306
133,100,88,90,147,127
9,80,72,90,147,307
134,101,88,89,146,128
9,79,72,89,146,308
135,101,89,88,145,129
9,79,73,88,145,309
135,101,90,87,145,129
9,79,73,87,145,309
136,101,90,86,144,130
10,79,73,86,144,310
136,101,91,86,143,131
10,79,74,86,143,311
137,101,92,85,142,132
11,79,75,85,142,312
138,102,92,84,142,133
11,78,75,84,142,313
138,102,93,83,141,134
11,78,75,83,141,314
138,102,94,82,140,134
11,78,76,82,140,314
139,102,94,81,139,135
12,78,76,81,139,315
140,102,94,81,138,136
12,78,77,81,138,316
140,102,95,80,138,137
13,78,77,80,138,317
141,102,96,79,137,138
13,78,78,79,137,318
142,102,97,78,136,139
14,78,79,78,136,319
142,102,97,77,135,139
14,78,79,77,135,319
142,102,97,77,134,140
14,78,80,77,134,320
142,102,98,76,133,141
15,78,81,76,133,321
143,102,98,75,132,142
16,78,82,75,132,322
143,101,99,75,131,143
16,79,82,75,131,323
144,102,99,74,131,144
17,78,83,74,131,324
144,102,100,73,130,145
18,78,83,73,130,325
145,101,100,73,129,146
18,79,84,73,129,326
145,101,100,72,128,146
18,79,85,72,128,326
145,101,101,71,127,147
19,79,86,71,127,327
145,101,101,71,126,148
20,79,86,71,126,328
146,101,101,70,125,149
21,79,87,70,125,329
146,100,101,70,124,150
22,80,88,70,124,330
146,100,102,69,123,151
23,80,89,69,123,331
146,100,102,68,122,152
23,80,89,68,122,332
147,100,102,68,121,153
24,80,90,68,121,333
147,99,102,67,120,154
25,81,91,67,120,334
147,99,102,67,119,155
26,81,92,67,119,335
147,99,103,66,118,156
27,81,92,66,118,336
147,98,102,66,117,156
27,82,93,66,117,336
147,98,102,66,116,157
28,82,93,66,116,337
147,98,103,65,115,158
29,82,94,65,115,338
147,97,103,65,114,159
30,83,94,65,114,339
148,97,103,64,113,160
31,83,95,64,113,340
148,97,103,64,112,161
32,83,95,64,112,341
148,96,103,64,111,162
33,84,96,64,111,342
148,96,103,63,110,163
34,84,96,63,110,343
148,95,103,63,109,164
35,85,97,63,109,344
148,95,103,63,108,165
36,85,97,63,108,345
148,95,103,63,107,166
37,85,97,63,107,346
148,94,103,62,106,167
38,86,98,62,106,347
148,94,103,62,105,168
39,86,98,62,105,348
148,93,103,62,104,169
41,87,98,62,104,349
148,93,103,62,103,170
42,87,99,62,103,350
148,92,104,61,102,171
43,88,99,61,102,351
149,92,104,61,101,173
45,88,99,61,101,353
149,91,104,61,100,174
46,89,99,61,100,354
149,91,104,61,99,175
47,89,99,61,99,355
149,90,104,61,98,176
48,90,99,61,98,356
149,90,104,61,97,177
49,90,99,61,97,357
149,89,104,61,96,178
50,91,99,61,96,358
149,89,104,61,95,179
51,91,99,61,95,359
52,92,81,61,94,0
149,88,76,61,94,180
53,92,81,61,93,1
149,88,76,61,93,181
54,93,81,61,92,2
149,87,76,61,92,182
56,93,81,61,91,4
149,87,76,61,91,184
57,94,82,61,90,5
149,86,76,61,90,185
58,94,82,61,89,6
149,86,76,61,89,186
60,95,82,61,88,7
149,85,76,61,88,187
61,95,82,61,87,8
149,85,75,61,87,188
62,96,83,61,86,9
149,84,75,61,86,189
63,96,83,62,85,10
149,84,76,62,85,190
65,97,84,62,84,12
150,83,76,62,84,192
66,97,84,62,83,13
150,83,75,62,83,193
67,98,85,62,82,14
150,82,75,62,82,194
68,98,85,62,81,15
150,82,75,62,81,195
68,98,86,63,81,16
150,82,75,63,81,196
70,99,87,63,80,18
151,81,75,63,80,198
71,99,87,63,79,19
151,81,75,63,79,199
72,100,88,63,78,20
151,80,75,63,78,200
73,100,89,64,77,21
151,80,75,64,77,201
74,100,89,64,76,22
151,80,75,64,76,202
76,101,90,64,75,24
152,79,75,64,75,204
77,101,91,65,74,25
152,79,75,65,74,205
78,101,92,65,73,26
152,79,75,65,73,206
78,101,92,66,73,27
153,79,76,66,73,207
80,102,94,66,72,29
153,78,76,66,72,209
81,102,95,67,71,30
154,78,76,67,71,210
82,102,96,67,70,31
154,78,76,67,70,211
82,102,96,68,69,32
154,78,76,68,69,212
84,103,98,68,68,34
155,77,76,68,68,214
84,103,98,69,68,35
156,77,77,69,68,215
85,103,99,69,67,36
156,77,77,69,67,216
86,103,100,70,66,37
156,77,78,70,66,217
87,103,101,70,65,38
157,77,78,70,65,218
88,103,101,71,65,40
158,77,79,71,65,220
89,103,102,71,64,41
158,77,79,71,64,221
89,103,103,72,63,42
159,77,80,72,63,222
90,103,104,73,62,43
159,77,80,73,62,223
91,103,104,73,62,45
161,77,81,73,62,225
91,103,105,74,61,46
161,77,82,74,61,226
92,103,106,75,60,47
162,77,83,75,60,227
92,103,106,75,60,48
162,77,83,75,60,228
93,103,106,76,59,49
163,77,84,76,59,229
93,103,107,77,58,51
165,77,85,77,58,231
94,102,107,78,58,52
165,78,86,78,58,232
94,103,108,78,57,53
166,77,87,78,57,233
94,102,107,79,57,54
167,78,87,79,57,234
95,102,108,80,56,55
168,78,88,80,56,235
95,102,108,81,56,57
169,78,90,81,56,237
95,101,108,82,55,58
170,79,90,82,55,238
96,101,108,82,55,59
171,79,91,82,55,239
96,101,109,83,54,60
172,79,92,83,54,240
96,100,108,84,54,61
173,80,93,84,54,241
96,100,109,85,53,62
174,80,93,85,53,242
96,100,109,86,53,63
175,80,94,86,53,243
97,99,109,87,52,64
176,81,95,87,52,244
97,99,109,88,52,66
178,81,96,88,52,246
97,99,109,88,51,67
178,81,96,88,51,247
97,98,109,89,51,68
179,82,97,89,51,248
97,98,109,90,51,69
181,82,97,90,51,249
98,97,109,91,50,70
182,83,98,91,50,250
98,97,109,92,50,71
183,83,98,92,50,251
98,96,110,93,49,72
184,84,99,93,49,252
98,96,109,94,49,73
185,84,99,94,49,253
98,95,109,95,49,74
186,85,100,95,49,254
98,95,109,96,49,75
187,85,100,96,49,255
98,94,110,97,48,76
188,86,100,97,48,256
98,94,110,98,48,77
189,86,101,98,48,257
98,93,110,99,48,78
191,87,101,99,48,258
98,93,109,100,48,79
192,87,101,100,48,259
98,92,110,101,47,80
193,88,102,101,47,260
97,92,110,102,47,81
194,88,102,102,47,261
